GENESIS-Tabelle: 31111-0008
Baugenehmigungen neuer Gebäude: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;
Gebäudeart, Energieverwendung, Energieart;;;;;;;;;;;;;;;;;;;
Statistik der Baugenehmigungen;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;
Neue Gebäude (Anzahl);;;;;;;;;;;;;;;;;;;
;;;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart;Gebäudeart
;;;Wohngebäude;Wohngebäude mit 1 Wohnung;Wohngebäude mit 2 Wohnungen;Wohngebäude mit 3 oder mehr Wohnungen;Wohnheime;Wohngebäude mit Eigentumswohnungen;Nichtwohngebäude;Anstaltsgebäude;Büro- und Verwaltungsgebäude;Landwirtschaftliche Betriebsgebäude;Nichtlandwirtschaftliche Betriebsgebäude;Fabrik- und Werkstattgebäude;Handelsgebäude;Warenlagergebäude;Hotels und Gaststätten;Sonstige Nichtwohngebäude;Ausgewählte Infrastrukturgebäude
2019;Zur Heizung verwendete sekundäre Energie;Gas;1702;905;115;671;11;328;424;24;76;3;192;68;44;46;20;129;163
2019;Zur Heizung verwendete sekundäre Energie;Strom;12009;10047;939;1017;6;429;985;36;162;16;572;176;144;156;47;199;259
2019;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;73;64;2;7;-;3;16;-;6;-;7;2;1;1;3;3;2
2019;Zur Heizung verwendete sekundäre Energie;Geothermie;218;125;23;67;3;36;26;4;6;1;8;2;-;3;3;7;11
2019;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1104;755;101;243;5;112;229;7;36;1;132;49;31;28;11;53;71
2019;Zur Heizung verwendete sekundäre Energie;Solarthermie;17041;12045;1774;3191;31;1575;1251;60;220;29;719;231;85;234;98;223;292
2019;Zur Heizung verwendete sekundäre Energie;Holz;14702;12515;1503;681;3;364;506;55;53;69;266;105;19;70;51;63;116
2019;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;124;88;3;33;-;6;18;3;3;1;3;3;-;-;-;8;11
2019;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;51;4;2;2;2;1;9;1;1;-;6;4;-;-;1;1;3
2019;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;284;160;10;112;2;40;138;6;12;3;80;34;24;11;5;37;44
2019;Zur Heizung verwendete sekundäre Energie;Keine Energie;72127;54143;6176;11657;151;6133;23416;432;1554;4954;14112;2507;913;5516;532;2364;3122
2019;Zur Warmwasserbereitung verwendete primäre Energie;Öl;664;460;109;95;-;32;213;2;23;3;151;58;8;41;19;34;40
2019;Zur Warmwasserbereitung verwendete primäre Energie;Gas;37990;27810;3420;6674;86;3297;4928;266;644;120;3050;1021;412;965;367;848;1167
2019;Zur Warmwasserbereitung verwendete primäre Energie;Strom;2839;2135;251;444;9;201;2520;49;403;72;1393;423;296;441;63;603;734
2019;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;10227;5785;464;3916;62;1951;1670;140;330;39;632;199;96;123;134;529;701
2019;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;8507;6836;781;888;2;399;442;12;135;9;178;68;36;43;15;108;125
2019;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;45057;37028;4305;3699;25;2059;2140;102;456;32;1129;383;263;304;94;421;552
2019;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;9678;7886;870;910;12;414;324;14;64;14;179;55;25;62;18;53;71
2019;Zur Warmwasserbereitung verwendete primäre Energie;Holz;3700;2436;383;870;11;569;579;30;51;95;319;121;23;93;58;84;119
2019;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;226;136;27;63;-;34;54;4;7;20;19;9;1;3;2;4;16
2019;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;246;31;54;54;1;28;37;4;4;3;17;9;2;3;1;9;15
2019;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;323;229;14;74;6;45;97;6;13;5;53;18;20;11;1;20;26
2019;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14032;-;-;4665;8990;822;79;3982;-;377;532
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;60;41;12;7;-;2;16;1;1;-;12;5;-;4;1;2;3
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;8114;6292;666;1141;15;560;410;28;78;4;202;59;41;54;29;98;137
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;12877;10721;1029;1118;9;468;1159;38;217;16;627;206;157;166;52;261;323
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;65;52;-;12;1;7;16;-;4;-;9;4;2;2;1;3;5
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;340;238;30;70;2;36;19;3;2;1;6;2;-;2;2;7;10
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1409;970;148;286;5;135;172;11;26;2;90;30;19;17;12;43;62
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;27239;20610;2714;3884;31;1894;1440;74;244;34;819;271;98;252;111;269;339
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;2041;1572;240;229;-;121;118;5;14;21;62;26;9;13;9;16;22
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;125;92;3;30;-;6;13;3;1;1;1;1;-;-;-;7;10
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;36;-;1;1;2;-;5;1;-;-;3;1;-;-;1;1;2
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;280;174;9;96;1;38;103;5;7;4;53;18;17;8;5;34;37
2019;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;66871;50106;5804;10813;148;5762;23565;460;1536;4994;14226;2563;918;5553;549;2349;3148
2020;Zur Heizung verwendete primäre Energie;Öl;479;314;79;85;1;17;200;1;17;13;129;50;10;36;7;40;46
2020;Zur Heizung verwendete primäre Energie;Gas;40279;29598;3813;6775;93;3187;4782;177;609;136;3072;1017;382;1124;238;788;1055
2020;Zur Heizung verwendete primäre Energie;Strom;2149;1719;215;211;4;97;989;30;130;50;546;184;82;158;49;233;323
2020;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;9938;5402;607;3848;81;1624;2034;113;466;42;769;246;101;161;157;644;783
2020;Zur Heizung verwendete primäre Energie;Geothermie;10257;7919;1150;1179;9;479;506;17;132;14;193;69;26;51;14;150;172
2020;Zur Heizung verwendete primäre Energie;Umweltthermie;55544;44269;6241;5001;33;2311;2960;102;608;33;1549;495;311;444;141;668;852
2020;Zur Heizung verwendete primäre Energie;Solarthermie;754;567;98;89;-;51;78;-;21;4;36;12;3;10;4;17;18
2020;Zur Heizung verwendete primäre Energie;Holz;4261;2801;533;916;11;532;790;20;51;148;434;165;24;139;35;137;141
2020;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;288;146;29;112;1;49;62;2;8;12;24;13;-;9;-;16;20
2020;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;213;24;60;60;1;27;38;1;5;4;24;7;2;9;1;4;9
2020;Zur Heizung verwendete primäre Energie;Sonstige Energie;330;199;46;82;3;38;120;2;15;5;85;28;39;13;4;13;14
2020;Zur Heizung verwendete primäre Energie;Keine Energie;104;89;12;3;-;-;14502;-;1;5030;9090;703;69;3965;5;381;494
2020;Zur Heizung verwendete sekundäre Energie;Öl;23;16;3;3;1;-;22;-;2;3;11;3;-;5;1;6;6
2020;Zur Heizung verwendete sekundäre Energie;Gas;1598;720;117;749;12;378;510;26;88;1;247;78;59;58;18;148;199
2020;Zur Heizung verwendete sekundäre Energie;Strom;15018;12402;1319;1295;2;565;1021;45;200;23;543;162;124;146;45;210;290
2020;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;61;45;6;9;1;5;13;-;5;-;5;3;-;2;-;3;4
2020;Zur Heizung verwendete sekundäre Energie;Geothermie;254;154;30;70;-;35;42;2;8;3;14;7;1;2;2;15;20
2020;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1219;815;135;268;1;147;216;9;39;-;119;35;20;41;13;49;60
2020;Zur Heizung verwendete sekundäre Energie;Solarthermie;16064;11044;1893;3098;29;1504;1082;43;170;29;628;230;73;212;50;212;267
2020;Zur Heizung verwendete sekundäre Energie;Holz;14424;12017;1697;705;5;327;499;14;47;88;287;115;19;78;41;63;85
2020;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;101;66;6;29;-;8;21;3;1;2;8;7;-;1;-;7;12
2020;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;49;10;6;6;-;3;8;-;1;1;4;2;-;-;1;2;2
2020;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;689;421;26;239;3;115;161;6;22;6;88;28;18;15;7;39;48
2020;Zur Heizung verwendete sekundäre Energie;Keine Energie;75096;55418;7605;11890;183;5325;23466;317;1480;5335;13997;2319;735;5559;477;2337;2934
2020;Zur Warmwasserbereitung verwendete primäre Energie;Öl;414;272;68;73;1;15;153;1;15;9;97;40;10;21;6;31;35
2020;Zur Warmwasserbereitung verwendete primäre Energie;Gas;33156;23747;3139;6180;90;2965;3928;174;526;115;2449;814;292;884;194;664;905
2020;Zur Warmwasserbereitung verwendete primäre Energie;Strom;3208;2357;314;532;5;205;2569;43;404;81;1378;395;283;440;97;663;771
2020;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;9809;5346;596;3787;80;1595;1730;110;386;39;659;190;91;135;151;536;669
2020;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;9999;7770;1119;1101;9;449;425;14;104;13;174;59;23;50;13;120;135
2020;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;54498;43614;6122;4730;32;2201;2379;91;491;31;1259;413;231;366;122;507;653
2020;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;8736;7062;876;794;4;339;342;11;64;18;196;67;13;52;37;53;63
2020;Zur Warmwasserbereitung verwendete primäre Energie;Holz;3953;2518;512;912;11;532;593;16;46;115;327;137;22;103;29;89;108
2020;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;296;150;32;113;1;49;58;2;9;15;21;13;-;6;1;11;16
2020;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;206;24;59;59;1;25;29;1;5;3;16;5;-;8;1;4;8
2020;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;321;193;45;80;3;37;82;2;12;6;50;19;17;8;4;12;11
2020;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14773;-;1;5046;9325;837;67;4046;-;401;553
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;62;41;10;10;1;2;16;-;4;1;6;2;-;3;-;5;5
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;7358;5496;667;1181;14;553;491;31;71;3;255;76;43;57;45;131;171
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;16051;13222;1419;1408;2;600;1149;47;237;28;589;189;121;164;56;248;320
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;76;53;6;17;-;11;21;1;9;-;9;7;-;2;-;2;4
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;343;225;46;71;1;37;30;2;7;2;9;6;1;-;-;10;16
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1628;1134;186;305;3;169;180;11;38;-;91;26;14;32;12;40;55
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;25239;18626;2719;3854;40;1763;1245;51;202;39;712;244;77;243;58;241;303
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1916;1463;248;204;1;90;155;5;15;25;89;44;5;24;12;21;26
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;88;54;6;28;-;7;11;3;-;-;5;3;-;2;-;3;6
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;32;4;4;4;-;2;7;-;1;1;3;1;-;-;1;2;2
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;702;426;40;233;3;111;117;7;13;4;61;13;14;8;8;32;37
2020;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;71101;52387;7496;11046;172;5067;23639;307;1466;5388;14122;2378;774;5584;463;2356;2982
2021;Zur Heizung verwendete primäre Energie;Öl;390;287;50;52;1;18;183;33;17;8;99;40;14;27;4;26;62
2021;Zur Heizung verwendete primäre Energie;Gas;31131;22226;3417;5423;65;2444;4405;173;562;104;2838;922;331;1089;209;728;945
2021;Zur Heizung verwendete primäre Energie;Strom;2441;1881;275;276;9;115;963;19;131;40;537;168;78;164;59;236;281
2021;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;9780;5280;725;3716;59;1534;1943;128;414;50;765;271;95;161;120;586;743
2021;Zur Heizung verwendete primäre Energie;Geothermie;11288;8362;1438;1483;5;550;574;27;139;11;236;90;25;72;24;161;181
2021;Zur Heizung verwendete primäre Energie;Umweltthermie;67756;51749;9201;6772;34;2920;3684;149;766;49;1958;618;351;607;162;762;995
2021;Zur Heizung verwendete primäre Energie;Solarthermie;681;481;97;102;1;36;188;1;18;8;149;16;7;29;87;12;11
2021;Zur Heizung verwendete primäre Energie;Holz;4701;2857;752;1087;5;578;962;37;71;188;549;244;30;173;28;117;174
2021;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;285;154;34;96;1;33;72;3;10;12;31;11;5;8;3;16;22
2021;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;292;35;57;57;1;24;59;-;8;5;31;10;3;10;1;15;20
2021;Zur Heizung verwendete primäre Energie;Sonstige Energie;444;324;33;87;-;27;163;2;22;9;111;34;43;20;6;19;28
2021;Zur Heizung verwendete primäre Energie;Keine Energie;117;94;17;6;-;3;15775;-;1;5441;9939;798;64;4445;7;394;533
2021;Zur Heizung verwendete sekundäre Energie;Öl;14;9;3;2;-;-;6;-;2;-;2;-;-;2;-;2;2
2021;Zur Heizung verwendete sekundäre Energie;Gas;1804;824;152;817;11;369;484;31;73;7;238;89;38;59;14;135;184
2021;Zur Heizung verwendete sekundäre Energie;Strom;17919;14247;1930;1731;11;726;1306;89;213;19;716;185;122;196;125;269;383
2021;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;45;20;5;19;1;12;5;-;3;-;2;2;-;-;-;-;-
2021;Zur Heizung verwendete sekundäre Energie;Geothermie;216;145;28;43;-;34;23;-;3;-;12;4;1;5;1;8;8
2021;Zur Heizung verwendete sekundäre Energie;Umweltthermie;1170;773;120;275;2;112;249;9;43;2;137;55;34;35;9;58;68
2021;Zur Heizung verwendete sekundäre Energie;Solarthermie;14419;9594;2068;2740;17;1160;1178;39;225;27;697;254;63;220;95;190;233
2021;Zur Heizung verwendete sekundäre Energie;Holz;14346;11201;2350;791;4;370;485;16;39;73;283;114;20;75;44;74;98
2021;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;145;78;6;60;1;12;21;3;10;2;5;3;1;-;-;1;8
2021;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;44;9;10;10;-;5;8;-;1;-;5;2;-;1;2;2;2
2021;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;781;458;46;276;1;146;188;11;26;7;98;20;32;14;14;46;67
2021;Zur Heizung verwendete sekundäre Energie;Keine Energie;78403;56520;9357;12393;133;5336;25018;374;1521;5788;15048;2494;735;6198;406;2287;2942
2021;Zur Warmwasserbereitung verwendete primäre Energie;Öl;363;266;46;50;1;18;114;1;16;6;67;23;10;22;2;24;27
2021;Zur Warmwasserbereitung verwendete primäre Energie;Gas;26171;18193;2839;5073;66;2297;3706;163;482;83;2334;761;276;854;197;644;834
2021;Zur Warmwasserbereitung verwendete primäre Energie;Strom;3578;2571;405;587;15;229;2532;97;393;68;1347;396;239;452;93;627;768
2021;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;9604;5162;716;3672;54;1520;1665;124;350;38;674;235;89;131;115;479;625
2021;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;11068;8256;1406;1401;5;531;470;23;110;9;201;78;23;58;20;127;141
2021;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;66359;50907;9004;6419;29;2785;3048;122;646;50;1635;526;272;510;145;595;778
2021;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;6776;5298;836;638;4;245;399;12;60;15;253;53;19;61;99;59;65
2021;Zur Warmwasserbereitung verwendete primäre Energie;Holz;4425;2615;722;1083;5;572;757;23;63;142;447;218;29;134;27;82;140
2021;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;302;167;35;99;1;33;63;4;12;6;28;9;4;7;4;13;19
2021;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;271;35;56;56;1;24;52;-;8;6;28;9;2;10;1;10;16
2021;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;389;280;30;79;-;28;116;3;19;9;71;22;17;16;7;14;25
2021;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;16049;-;-;5493;10158;892;66;4550;-;398;557
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;27;15;7;5;-;-;7;-;1;-;3;2;-;1;-;3;3
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;5894;4189;602;1090;13;467;438;32;73;2;210;75;29;51;22;121;163
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;19647;15608;2120;1904;15;808;1481;73;237;24;812;221;130;237;133;335;434
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;87;36;6;44;1;7;15;-;8;-;6;-;1;2;1;1;2
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;317;209;53;55;-;36;29;2;6;1;13;2;-;6;4;7;10
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1653;1087;220;345;1;141;193;12;35;1;94;27;22;33;8;51;63
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;21746;15433;2976;3315;22;1335;1296;41;244;28;768;250;72;243;116;215;258
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1934;1335;340;256;3;119;90;3;14;8;46;21;3;11;5;19;21
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;131;66;5;59;1;10;12;2;6;-;3;3;-;-;-;1;5
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;38;7;10;10;-;5;6;-;1;-;4;2;-;-;2;1;1
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;561;310;40;210;1;105;143;9;24;3;67;16;15;9;12;40;58
2021;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;77271;55585;9698;11864;124;5249;25261;398;1510;5858;15217;2603;774;6212;407;2278;2977
2022;Zur Heizung verwendete primäre Energie;Öl;229;144;43;42;-;15;150;6;11;12;105;37;10;42;6;16;21
2022;Zur Heizung verwendete primäre Energie;Gas;15348;10449;1468;3384;47;1504;3083;126;367;87;2006;644;257;723;165;497;673
2022;Zur Heizung verwendete primäre Energie;Strom;2252;1682;259;303;8;132;927;18;120;45;542;177;57;189;51;202;257
2022;Zur Heizung verwendete primäre Energie;Fernwärme/Fernkälte;8711;4468;681;3508;54;1542;1986;99;360;55;897;262;79;174;280;575;710
2022;Zur Heizung verwendete primäre Energie;Geothermie;8929;6223;1227;1473;6;561;670;42;169;10;292;118;36;93;16;157;213
2022;Zur Heizung verwendete primäre Energie;Umweltthermie;69659;51941;9495;8176;47;3659;4094;127;856;43;2319;776;393;747;162;749;973
2022;Zur Heizung verwendete primäre Energie;Solarthermie;649;433;105;111;-;39;118;2;15;4;75;22;9;29;6;22;24
2022;Zur Heizung verwendete primäre Energie;Holz;3900;2244;501;1152;3;679;914;24;72;151;541;234;22;195;28;126;193
2022;Zur Heizung verwendete primäre Energie;Biogas/Biomethan;365;154;25;185;1;87;101;32;8;14;35;16;10;4;2;12;49
2022;Zur Heizung verwendete primäre Energie;Sonstige Biomasse;252;28;91;91;3;48;68;2;8;9;41;19;1;13;3;8;13
2022;Zur Heizung verwendete primäre Energie;Sonstige Energie;291;183;23;81;4;27;151;2;10;8;107;36;47;13;4;24;28
2022;Zur Heizung verwendete primäre Energie;Keine Energie;74;60;9;4;1;2;13735;3;-;4354;9027;806;67;4063;6;351;542
2022;Zur Heizung verwendete sekundäre Energie;Öl;9;7;1;1;-;1;5;-;1;-;4;2;1;1;-;-;1
2022;Zur Heizung verwendete sekundäre Energie;Gas;1423;580;97;734;12;359;460;50;72;4;216;86;29;55;15;118;179
2022;Zur Heizung verwendete sekundäre Energie;Strom;17650;13693;2043;1900;14;802;1240;46;232;22;688;198;127;207;52;252;331
2022;Zur Heizung verwendete sekundäre Energie;Fernwärme/Fernkälte;99;82;3;13;1;7;14;-;4;-;7;2;1;3;-;3;4
2022;Zur Heizung verwendete sekundäre Energie;Geothermie;148;106;10;31;1;16;40;2;5;-;12;5;-;2;3;21;23
2022;Zur Heizung verwendete sekundäre Energie;Umweltthermie;925;600;84;238;3;108;212;7;36;1;122;38;23;31;15;46;68
2022;Zur Heizung verwendete sekundäre Energie;Solarthermie;10092;6434;1364;2282;12;1037;1018;39;193;28;574;191;81;198;45;184;231
2022;Zur Heizung verwendete sekundäre Energie;Holz;11062;8332;1929;798;3;451;407;22;44;56;232;104;11;75;21;53;89
2022;Zur Heizung verwendete sekundäre Energie;Biogas/Biomethan;196;155;6;34;1;15;21;1;3;2;5;-;-;2;2;10;11
2022;Zur Heizung verwendete sekundäre Energie;Sonstige Biomasse;30;2;4;4;-;1;10;-;1;-;7;5;-;-;2;2;4
2022;Zur Heizung verwendete sekundäre Energie;Sonstige Energie;244;140;44;58;2;18;112;2;14;4;70;16;25;10;14;22;27
2022;Zur Heizung verwendete sekundäre Energie;Keine Energie;68781;47958;8281;12417;125;5480;22458;314;1391;4675;14050;2500;690;5701;560;2028;2728
2022;Zur Warmwasserbereitung verwendete primäre Energie;Öl;222;143;40;39;-;14;115;5;11;8;77;33;6;27;4;14;18
2022;Zur Warmwasserbereitung verwendete primäre Energie;Gas;13472;8932;1263;3233;44;1458;2531;110;316;70;1610;515;199;567;157;425;564
2022;Zur Warmwasserbereitung verwendete primäre Energie;Strom;3280;2291;380;597;12;211;2369;43;375;66;1331;408;237;439;77;554;654
2022;Zur Warmwasserbereitung verwendete primäre Energie;Fernwärme/Fernkälte;8619;4419;671;3476;53;1528;1734;99;307;48;786;212;70;147;277;494;619
2022;Zur Warmwasserbereitung verwendete primäre Energie;Geothermie;8677;6071;1205;1397;4;546;540;33;131;9;248;101;30;77;15;119;162
2022;Zur Warmwasserbereitung verwendete primäre Energie;Umweltthermie;68239;51095;9273;7827;44;3529;3409;121;725;37;1939;644;322;626;148;587;783
2022;Zur Warmwasserbereitung verwendete primäre Energie;Solarthermie;3617;2677;472;463;5;179;291;13;39;10;167;51;14;62;14;62;75
2022;Zur Warmwasserbereitung verwendete primäre Energie;Holz;3649;2024;485;1136;4;681;727;23;69;126;430;202;14;152;24;79;155
2022;Zur Warmwasserbereitung verwendete primäre Energie;Biogas/Biomethan;360;165;25;169;1;73;84;32;8;10;23;9;7;4;2;11;44
2022;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Biomasse;248;28;92;92;3;50;55;1;7;7;34;16;1;12;3;6;11
2022;Zur Warmwasserbereitung verwendete primäre Energie;Sonstige Energie;276;169;22;81;4;26;95;2;8;5;58;19;15;8;8;22;21
2022;Zur Warmwasserbereitung verwendete primäre Energie;Keine Energie;-;-;-;-;-;-;14047;1;-;4396;9284;937;73;4164;-;366;590
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Öl;9;6;1;2;-;1;4;-;1;-;2;1;1;-;-;1;1
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Gas;2879;1769;252;844;14;397;364;30;48;3;193;58;26;56;22;90;132
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Strom;19435;15061;2222;2139;13;848;1404;76;262;22;747;219;148;233;51;297;410
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Fernwärme/Fernkälte;98;81;5;12;-;9;13;-;6;-;3;1;1;-;-;4;4
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Geothermie;193;142;16;33;2;13;35;1;7;-;13;4;-;4;3;14;15
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Umweltthermie;1278;824;158;293;3;138;172;6;34;1;91;29;12;21;15;40;53
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Solarthermie;14208;9472;1959;2763;14;1200;1168;58;211;33;665;217;90;236;56;201;257
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Holz;1068;760;155;151;2;69;42;2;7;5;23;12;1;6;2;5;7
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Biogas/Biomethan;134;102;4;27;1;14;17;1;2;1;6;-;-;2;3;7;9
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Biomasse;22;2;6;6;-;2;6;-;1;-;3;2;-;-;1;2;2
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Sonstige Energie;207;112;39;54;2;20;65;3;5;2;37;6;9;7;11;18;23
2022;Zur Warmwasserbereitung verwendete sekund. Energie;Keine Energie;71128;49768;9051;12186;123;5584;22707;306;1412;4725;14204;2598;700;5720;565;2060;2783
